Bootstrap,Weekday_Cost,Saturday_Cost,Weekly_Cost,Total_Route_Demand,Weekday_Owned,Weekday_Leased,Saturday_Owned,Saturday_Leased,Weekday_Skipped,Saturday_Skipped
108,49733.86,23226.290000000005,271895.58999999997,666,37,0,25,0,11,0
109,49781.759999999995,23324.71,272233.51,659,35,0,24,0,11,0
110,48658.95999999999,23159.660000000003,266454.45999999996,660,36,0,23,0,11,0
111,50346.07,23299.390000000007,275029.74,666,35,0,23,0,11,0
112,49869.18,23720.03,273065.93,674,38,0,24,0,11,0
113,50447.479999999996,22770.03,275007.42999999993,658,37,0,24,0,11,0
114,50895.58,22941.460000000006,277419.36000000004,667,34,0,23,0,11,0
115,51057.82,23096.78000000001,278385.88,671,36,0,25,0,11,0
116,50709.76999999999,23788.75,277337.6,673,33,0,24,0,11,0
117,49866.39999999999,23202.280000000006,272534.27999999997,670,35,0,24,0,11,0
118,49869.62999999999,23509.92,272858.06999999995,680,36,0,25,0,11,0
119,49677.159999999996,22992.15,271377.95,661,35,0,22,0,11,0
120,50344.51999999999,23393.260000000006,275115.8599999999,669,35,0,27,0,11,0
121,50000.909999999996,23266.37,273270.92,664,35,0,24,0,11,0
122,48950.77,23409.22,268163.06999999995,658,34,0,24,0,11,0
123,50050.079999999994,23912.63,274163.02999999997,665,35,0,24,0,11,0
124,49866.50999999999,23718.710000000003,273051.25999999995,669,35,0,24,0,11,0
125,49667.52,23666.689999999995,272004.29,663,38,0,24,0,11,0
126,48775.04,23379.779999999995,267254.98,654,35,0,25,0,11,0
127,50187.30999999999,23573.95,274510.49999999994,671,36,0,25,0,11,0
128,48321.38999999999,23262.500000000004,264869.44999999995,647,36,0,25,0,11,0
129,49757.149999999994,22981.039999999997,271766.79,645,38,0,25,0,11,0
130,46667.55999999999,23125.61,256463.40999999997,636,35,0,24,0,11,0
131,49892.17999999999,23959.11,273420.00999999995,670,36,0,25,0,11,0
132,49844.35,23231.910000000003,272453.66000000003,664,35,0,25,0,11,0
133,49658.909999999996,23329.610000000004,271624.16,660,38,0,24,0,11,0
134,49867.66999999999,23368.43,272706.77999999997,667,35,0,23,0,11,0
135,48647.20999999999,22928.660000000003,266164.70999999996,653,33,0,24,0,11,0
136,49507.90999999999,22776.090000000004,270315.63999999996,656,37,0,24,0,11,0
137,49482.07,23148.63,270558.98,661,35,0,24,0,11,0
138,50285.98999999999,23281.719999999998,274711.6699999999,666,37,0,22,0,11,0
139,49203.33,23224.510000000002,269241.16000000003,661,35,0,25,0,11,0
140,49917.229999999996,23368.480000000003,272954.62999999995,673,36,0,24,0,11,0
141,49470.969999999994,22805.360000000004,270160.20999999996,656,36,0,24,0,11,0
142,49928.259999999995,23387.369999999995,273028.67,673,38,0,25,0,11,0
143,49323.06,23287.29,269902.58999999997,661,36,0,24,0,11,0
144,49899.219999999994,23788.71,273284.81,675,35,0,24,0,11,0
145,50052.06999999999,23368.49000000001,273628.83999999997,659,37,0,25,0,11,0
