Bootstrap,Weekday_Cost,Saturday_Cost,Weekly_Cost,Total_Route_Demand,Weekday_Owned,Weekday_Leased,Saturday_Owned,Saturday_Leased,Weekday_Skipped,Saturday_Skipped
595,49714.45999999999,23094.019999999997,271666.31999999995,657.0,36,0,23,0,11,0
596,50172.12999999999,23532.87,274393.51999999996,667.0,34,0,26,0,11,0
597,50306.84999999999,22994.989999999994,274529.23999999993,661.0,35,0,22,0,11,0
598,49538.439999999995,23183.35,270875.55,658.0,37,0,25,0,11,0
599,50212.38999999999,23704.910000000007,274766.86,664.0,35,0,26,0,11,0
600,49916.54,22344.100000000002,271926.8,659.0,36,0,23,0,11,0
601,50628.149999999994,22903.760000000002,276044.50999999995,658.0,34,0,24,0,11,0
602,50182.009999999995,23349.39,274259.44,664.0,35,0,23,0,11,0
603,50755.49999999999,23758.63,277536.12999999995,673.0,35,0,26,0,11,0
604,50090.06,22673.259999999995,273123.56,654.0,36,0,22,0,11,0
605,49431.28999999999,22828.039999999997,269984.48999999993,657.0,36,0,24,0,11,0
606,50912.81999999999,23399.170000000002,277963.26999999996,665.0,36,0,25,0,11,0
607,51249.23999999999,23232.420000000006,279478.61999999994,675.0,34,0,25,0,11,0
608,49767.909999999996,22979.749999999996,271819.3,661.0,36,0,23,0,11,0
609,50140.55999999999,22843.96,273546.75999999995,667.0,37,0,23,0,11,0
610,51465.30999999999,23031.43,280357.98,669.0,36,0,24,0,11,0
611,49273.799999999996,22992.36,269361.36,664.0,37,0,24,0,11,0
612,50189.08999999999,22926.06,273871.50999999995,667.0,37,0,25,0,11,0
613,50474.28,23070.750000000004,275442.15,661.0,35,0,25,0,11,0
614,50281.61999999999,23919.21,275327.30999999994,665.0,35,0,25,0,11,0
615,49504.96,23825.9,271350.7,675.0,37,0,26,0,11,0
616,50576.909999999996,23938.55,276823.1,666.0,35,0,26,0,11,0
617,49837.52999999999,22407.77,271595.42,658.0,35,0,24,0,11,0
618,49358.369999999995,23343.93,270135.77999999997,672.0,37,0,25,0,11,0
619,49634.28,23256.25,271427.65,665.0,36,0,24,0,11,0
620,50807.56999999999,22453.32,276491.17,663.0,35,0,23,0,11,0
621,49301.939999999995,23709.49,270219.19,666.0,35,0,25,0,11,0
622,49589.729999999996,23513.469999999994,271462.11999999994,669.0,37,0,25,0,11,0
623,50991.85,23102.95,278062.2,673.0,35,0,24,0,11,0
624,50432.479999999996,22422.570000000003,274584.97,661.0,35,0,22,0,11,0
625,49690.45,23172.430000000004,271624.68,669.0,36,0,23,0,11,0
626,50470.439999999995,23643.880000000005,275996.07999999996,671.0,35,0,26,0,11,0
627,49674.329999999994,22158.990000000005,270530.63999999996,652.0,35,0,23,0,11,0
628,49828.799999999996,23470.360000000004,272614.36,661.0,35,0,24,0,11,0
629,50897.17999999999,22702.77,277188.67,661.0,36,0,23,0,11,0
630,48424.98999999999,23120.63,265245.57999999996,648.0,34,0,25,0,11,0
631,49649.78999999999,23602.37,271851.31999999995,670.0,36,0,25,0,11,0
632,50392.509999999995,22730.660000000003,274693.20999999996,655.0,35,0,24,0,11,0
633,49393.56,23324.26,270292.06,657.0,37,0,24,0,11,0
634,49975.229999999996,23604.030000000002,273480.18,668.0,35,0,26,0,11,0
635,50335.78999999999,22780.900000000005,274459.85,660.0,36,0,22,0,11,0
636,50070.92999999999,23332.680000000004,273687.32999999996,667.0,36,0,25,0,11,0
637,51080.64,23682.190000000002,279085.39,683.0,36,0,26,0,11,0
638,48412.369999999995,22901.620000000003,264963.47,650.0,36,0,23,0,11,0
639,50254.06999999999,22785.97,274056.31999999995,665.0,35,0,25,0,11,0
640,49388.06,23266.330000000005,270206.63,656.0,37,0,23,0,11,0
641,49842.21999999999,23473.950000000008,272685.04999999993,666.0,36,0,24,0,11,0
642,49770.60999999999,23649.1,272502.14999999997,667.0,35,0,25,0,11,0
643,48123.079999999994,23005.489999999998,263620.88999999996,652.0,35,0,24,0,11,0
644,50443.420000000006,23510.380000000005,275727.48000000004,676.0,36,0,26,0,11,0
645,50272.469999999994,23309.260000000002,274671.61,669.0,36,0,25,0,11,0
646,50808.34,23967.58,278009.27999999997,670.0,34,0,25,0,11,0
647,49517.049999999996,23122.11,270707.36,659.0,35,0,25,0,11,0
648,50215.42999999999,23692.58,274769.73,666.0,36,0,26,0,11,0
649,49878.34,23518.510000000002,272910.20999999996,662.0,34,0,25,0,11,0
650,50130.05999999999,22277.790000000005,272928.08999999997,653.0,35,0,22,0,11,0
651,50684.92999999999,23622.7,277047.35,670.0,34,0,22,0,11,0
652,49603.95,23872.5,271892.25,674.0,38,0,24,0,11,0
653,49760.12999999999,23273.880000000005,272074.52999999997,662.0,36,0,26,0,11,0
654,50328.84,23025.760000000002,274669.95999999996,664.0,35,0,24,0,11,0
655,50030.7,23267.800000000003,273421.3,668.0,37,0,24,0,11,0
656,51036.17,23406.319999999992,278587.17,660.0,35,0,25,0,11,0
657,49974.479999999996,23204.780000000002,273077.18,672.0,37,0,25,0,11,0
658,50260.27,22677.14,273978.49,659.0,35,0,24,0,11,0
659,50006.229999999996,23115.170000000002,273146.31999999995,662.0,35,0,24,0,11,0
660,50399.7,23172.730000000003,275171.23,666.0,37,0,24,0,11,0
661,48230.579999999994,23472.950000000004,264625.85,649.0,36,0,24,0,11,0
662,50453.7,22523.25,274791.75,663.0,34,0,25,0,11,0
663,49927.77999999999,22741.47,272380.37,657.0,35,0,24,0,11,0
664,50265.78999999999,23795.82,275124.76999999996,673.0,36,0,24,0,11,0
665,49171.17,23249.92,269105.76999999996,652.0,33,0,25,0,11,0
666,49861.52999999999,22878.190000000002,272185.83999999997,653.0,36,0,23,0,11,0
667,49940.729999999996,23779.170000000006,273482.81999999995,671.0,38,0,25,0,11,0
668,49524.43,22962.659999999996,270584.81,655.0,36,0,25,0,11,0
669,50262.05999999999,22677.040000000005,273987.33999999997,659.0,35,0,23,0,11,0
670,50137.09,22462.660000000007,273148.11,649.0,35,0,22,0,11,0
671,49355.049999999996,23326.36,270101.61,658.0,34,0,23,0,11,0
672,48959.340000000004,23053.310000000005,267850.01,661.0,36,0,25,0,11,0
673,50274.439999999995,23044.999999999996,274417.19999999995,651.0,35,0,25,0,11,0
674,50206.619999999995,23607.829999999998,274640.93,663.0,34,0,24,0,11,0
675,49991.73999999999,22532.29,272490.98999999993,661.0,37,0,22,0,11,0
676,49186.14,23044.079999999994,268974.78,656.0,36,0,25,0,11,0
677,50134.41999999999,23177.630000000005,273849.73,667.0,35,0,25,0,11,0
678,50198.20999999999,23330.17,274321.22,671.0,37,0,24,0,11,0
679,50199.909999999996,23206.179999999997,274205.73,660.0,37,0,25,0,11,0
680,50017.91999999999,23288.980000000007,273378.57999999996,663.0,35,0,23,0,11,0
681,49354.619999999995,23288.56,270061.66,666.0,36,0,25,0,11,0
682,50889.42999999999,23932.81,278379.95999999996,670.0,36,0,24,0,11,0
683,49572.03999999999,23653.33,271513.52999999997,665.0,36,0,25,0,11,0
684,50314.869999999995,23664.590000000004,275238.94,675.0,35,0,26,0,11,0
685,50118.02,23764.38,274354.48,668.0,36,0,26,0,11,0
686,50255.28999999999,23358.960000000003,274635.41,663.0,36,0,24,0,11,0
687,50227.32,22772.390000000003,273908.99,655.0,34,0,24,0,11,0
688,50260.34999999999,23079.52,274381.26999999996,663.0,35,0,25,0,11,0
689,50094.20999999999,22723.789999999997,273194.83999999997,662.0,37,0,24,0,11,0
690,50050.729999999996,23227.339999999997,273480.99,670.0,36,0,24,0,11,0
691,50681.23999999999,23087.880000000005,276494.07999999996,668.0,35,0,25,0,11,0
692,50366.18999999999,23237.320000000003,275068.26999999996,666.0,36,0,26,0,11,0
693,48846.52,24055.060000000005,268287.66,667.0,34,0,25,0,11,0
694,50835.34,23029.779999999995,277206.48,670.0,36,0,23,0,11,0
695,50527.48999999999,23581.75,276219.19999999995,665.0,35,0,26,0,11,0
696,50456.84999999999,23362.190000000002,275646.43999999994,676.0,36,0,24,0,11,0
697,48971.03,23669.699999999997,268524.85,669.0,35,0,25,0,11,0
698,49635.81,23793.370000000003,271972.42,673.0,37,0,25,0,11,0
699,49878.86,23323.71,272718.01,656.0,34,0,25,0,11,0
700,50712.45,23677.050000000003,277239.3,668.0,36,0,26,0,11,0
701,50640.659999999996,23444.420000000002,276647.72,667.0,34,0,27,0,11,0
702,51140.299999999996,23011.959999999995,278713.45999999996,661.0,35,0,25,0,11,0
703,49725.399999999994,24259.010000000002,272886.00999999995,678.0,35,0,24,0,11,0
704,49583.42999999999,23283.76,271200.91,664.0,35,0,23,0,11,0
705,49807.049999999996,23148.97,272184.22,656.0,35,0,25,0,11,0
706,50166.439999999995,23138.930000000004,273971.13,665.0,35,0,24,0,11,0
707,50609.77,23587.81,276636.66,674.0,36,0,24,0,11,0
708,49732.9,23445.989999999998,272110.49,656.0,34,0,24,0,11,0
709,50498.520000000004,23675.129999999997,276167.73000000004,669.0,36,0,26,0,11,0
710,50393.23999999999,23443.940000000006,275410.13999999996,664.0,34,0,24,0,11,0
711,50758.17999999999,23392.400000000005,277183.3,671.0,34,0,24,0,11,0
712,50333.36,23591.85,275258.64999999997,674.0,35,0,24,0,11,0
713,49622.14,23119.15,271229.85000000003,659.0,34,0,24,0,11,0
714,49876.14,23239.519999999993,272620.22000000003,663.0,37,0,23,0,11,0
715,49776.83,23268.030000000006,272152.18000000005,670.0,35,0,24,0,11,0
716,49607.549999999996,23705.159999999996,271742.91,665.0,36,0,24,0,11,0
717,49416.969999999994,23120.340000000004,270205.19,660.0,36,0,24,0,11,0
718,50171.6,23214.19,274072.19,668.0,34,0,25,0,11,0
719,50229.52999999999,23461.919999999995,274609.56999999995,664.0,36,0,24,0,11,0
720,50348.59,23719.59,275462.54,668.0,35,0,25,0,11,0
721,50127.71,23507.329999999994,274145.88,661.0,35,0,23,0,11,0
722,50223.78999999999,23372.64,274491.58999999997,665.0,36,0,25,0,11,0
723,50146.049999999996,23110.350000000002,273840.6,671.0,35,0,22,0,11,0
724,50075.59,23065.47,273443.42,664.0,35,0,23,0,11,0
725,49727.10999999999,23384.08,272019.62999999995,666.0,35,0,25,0,11,0
726,49375.590000000004,23255.289999999997,270133.24,661.0,37,0,25,0,11,0
727,50274.189999999995,22401.620000000003,273772.57,658.0,36,0,24,0,11,0
728,49747.08999999999,23311.879999999997,272047.32999999996,674.0,37,0,24,0,11,0
729,50581.59,23052.62,275960.57,668.0,35,0,24,0,11,0
730,50900.13,23407.93,277908.58,665.0,34,0,25,0,11,0
731,50107.2,22867.559999999998,273403.56,664.0,35,0,25,0,11,0
732,49881.42,23438.139999999996,272845.24,671.0,36,0,25,0,11,0
733,50255.7,23143.690000000006,274422.19,665.0,34,0,25,0,11,0
734,50428.59,22903.93,275046.88,657.0,33,0,25,0,11,0
735,49423.34,22951.370000000003,270068.07,657.0,37,0,25,0,11,0
736,49656.24,23409.52,271690.72,659.0,36,0,25,0,11,0
737,49496.719999999994,23836.71,271320.31,665.0,35,0,24,0,11,0
738,49959.56999999999,23329.710000000003,273127.56,665.0,36,0,25,0,11,0
739,49294.88,23033.72,269508.12,651.0,35,0,22,0,11,0
740,49586.2,23000.970000000005,270931.97000000003,664.0,36,0,24,0,11,0
741,50628.47,23711.879999999997,276854.23,669.0,36,0,25,0,11,0
742,49652.02999999999,23268.940000000002,271529.08999999997,669.0,37,0,25,0,11,0
743,50268.76999999999,23036.72,274380.56999999995,663.0,35,0,24,0,11,0
744,49960.87999999999,22998.24,272802.63999999996,663.0,35,0,23,0,11,0
745,50858.33,22832.909999999996,277124.56,662.0,35,0,23,0,11,0
746,50319.009999999995,23066.01,274661.06,662.0,37,0,24,0,11,0
747,49513.24999999999,23235.290000000005,270801.54,667.0,36,0,25,0,11,0
748,49910.60999999999,22933.140000000003,272486.18999999994,652.0,36,0,24,0,11,0
749,50670.869999999995,22797.429999999997,276151.77999999997,661.0,36,0,22,0,11,0
750,49713.92,23168.62,271738.22,654.0,36,0,24,0,11,0
751,50409.759999999995,23515.239999999998,275564.04,670.0,34,0,25,0,11,0
752,50038.759999999995,23059.220000000005,273253.02,667.0,38,0,25,0,11,0
753,50543.77,23568.859999999997,276287.70999999996,674.0,36,0,24,0,11,0
754,50396.819999999985,22543.97,274528.06999999995,662.0,38,0,25,0,11,0
755,50389.20999999999,22892.800000000003,274838.85,657.0,37,0,26,0,11,0
756,50195.60999999999,23161.9,274139.94999999995,666.0,36,0,23,0,11,0
757,50399.159999999996,23375.14,275370.94,663.0,35,0,24,0,11,0
758,50343.80999999999,22778.840000000004,274497.88999999996,661.0,35,0,25,0,11,0
759,48544.6,23179.249999999996,265902.25,655.0,35,0,22,0,11,0
760,50470.02999999999,23150.65,275500.8,667.0,35,0,23,0,11,0
761,51115.939999999995,23621.18,279200.88,670.0,35,0,26,0,11,0
762,50431.19999999999,23688.76,275844.75999999995,677.0,35,0,25,0,11,0
763,48047.77,23555.84,263794.69,657.0,35,0,25,0,11,0
764,51274.38,23463.540000000005,279835.44,664.0,34,0,25,0,11,0
765,49267.56999999999,23659.39,269997.24,661.0,35,0,25,0,11,0
766,50320.75,23806.8,275410.55,666.0,34,0,24,0,11,0
767,50448.159999999996,23357.82,275598.62,674.0,36,0,24,0,11,0
768,49975.479999999996,22685.850000000002,272563.24999999994,657.0,36,0,22,0,11,0
769,49701.159999999996,22641.230000000003,271147.02999999997,662.0,36,0,25,0,11,0
770,50664.719999999994,23014.16,276337.75999999995,666.0,34,0,25,0,11,0
771,50280.90999999999,23326.829999999998,274731.37999999995,660.0,35,0,25,0,11,0
772,50053.37999999999,22860.45,273127.35,663.0,37,0,24,0,11,0
773,50563.5,23522.100000000006,276339.6,669.0,34,0,26,0,11,0
774,48029.729999999996,23179.1,263327.74999999994,652.0,36,0,23,0,11,0
775,49660.329999999994,23300.170000000006,271601.81999999995,664.0,35,0,25,0,11,0
776,49225.34999999999,23363.48,269490.2299999999,664.0,35,0,24,0,11,0
777,49967.369999999995,23294.46,273131.31,663.0,36,0,25,0,11,0
778,48156.02999999999,23268.55,264048.69999999995,649.0,33,0,24,0,11,0
779,50624.659999999996,23815.15,276938.45,673.0,36,0,25,0,11,0
780,49892.93999999999,23547.159999999996,273011.8599999999,670.0,37,0,25,0,11,0
781,50320.479999999996,23073.289999999997,274675.68999999994,670.0,35,0,25,0,11,0
782,49907.46,23431.150000000005,272968.45,666.0,37,0,26,0,11,0
783,50347.06999999999,23723.28,275458.63,663.0,35,0,26,0,11,0
784,50012.76999999999,23382.460000000003,273446.30999999994,672.0,36,0,23,0,11,0
785,49289.33999999999,22810.92,269257.61999999994,663.0,36,0,23,0,11,0
786,50757.31999999999,23500.49,277287.08999999997,668.0,35,0,26,0,11,0
787,50842.88,23351.52,277565.92,670.0,35,0,25,0,11,0
788,49684.909999999996,23908.55,272333.1,665.0,35,0,25,0,11,0
789,50181.829999999994,22948.239999999998,273857.38999999996,669.0,35,0,23,0,11,0
790,49077.229999999996,22517.740000000005,267903.88999999996,652.0,38,0,24,0,11,0
791,49850.82999999999,23383.44,272637.5899999999,661.0,36,0,25,0,11,0
792,48622.27,23810.180000000004,266921.52999999997,656.0,33,0,26,0,11,0
793,50611.14,23199.959999999995,276255.66000000003,670.0,34,0,23,0,11,0
794,49883.619999999995,23106.15,272524.25,660.0,36,0,24,0,11,0
795,50020.92999999999,23396.93,273501.57999999996,665.0,36,0,25,0,11,0
796,50893.28,23211.31,277677.71,666.0,34,0,23,0,11,0
797,49659.84,23969.289999999997,272268.49,668.0,34,0,27,0,11,0
798,49972.93,23814.52,273679.17,670.0,36,0,24,0,11,0
799,50212.939999999995,23095.38,274160.07999999996,662.0,35,0,24,0,11,0
800,49609.06,22935.099999999995,270980.39999999997,657.0,35,0,24,0,11,0
801,50382.09999999999,23104.910000000003,275015.4099999999,663.0,35,0,24,0,11,0
802,50318.11999999999,23209.94,274800.5399999999,660.0,35,0,25,0,11,0
803,50484.119999999995,22972.36,275392.95999999996,663.0,36,0,24,0,11,0
804,50490.469999999994,23621.250000000004,276073.6,668.0,35,0,25,0,11,0
805,49545.31999999999,23405.550000000003,271132.14999999997,669.0,35,0,23,0,11,0
806,49639.409999999996,23515.86,271712.91,670.0,38,0,23,0,11,0
807,50760.63,23323.930000000004,277127.08,669.0,34,0,25,0,11,0
808,50127.59999999999,23600.24,274238.23999999993,669.0,36,0,23,0,11,0
809,49319.51,23074.840000000004,269672.39,664.0,36,0,24,0,11,0
810,49551.439999999995,24168.04,271925.24,676.0,36,0,26,0,11,0
811,49371.45,23172.749999999996,270030.0,656.0,36,0,23,0,11,0
812,49659.88,22632.34,270931.74,650.0,36,0,23,0,11,0
813,49988.35999999999,23741.269999999997,273683.06999999995,672.0,36,0,25,0,11,0
814,49528.869999999995,23564.83,271209.18,667.0,37,0,25,0,11,0
815,50194.81999999999,23537.420000000002,274511.51999999996,661.0,37,0,25,0,11,0
816,49879.02,22815.030000000006,272210.13,664.0,35,0,21,0,11,0
817,49537.09999999999,23133.470000000005,270818.97,662.0,35,0,24,0,11,0
818,50227.469999999994,23288.350000000002,274425.69999999995,665.0,36,0,24,0,11,0
819,49344.259999999995,23283.2,270004.5,667.0,36,0,24,0,11,0
820,50927.479999999996,23523.190000000002,278160.58999999997,675.0,36,0,25,0,11,0
821,49878.4,23086.130000000005,272478.13,651.0,35,0,25,0,11,0
822,49343.11,23086.989999999998,269802.54,658.0,36,0,24,0,11,0
823,49886.03,23597.15,273027.3,661.0,36,0,24,0,11,0
824,49994.61999999999,23469.06,273442.16,660.0,36,0,25,0,11,0
825,49708.979999999996,22943.809999999998,271488.70999999996,663.0,39,0,23,0,11,0
826,50400.28,22927.020000000004,274928.42,661.0,35,0,23,0,11,0
827,49608.56,23069.87,271112.67,665.0,37,0,24,0,11,0
828,50392.649999999994,23404.110000000004,275367.36,669.0,37,0,24,0,11,0
829,50355.63,23143.180000000004,274921.33,671.0,36,0,26,0,11,0
830,50563.36999999999,23250.799999999996,276067.64999999997,661.0,37,0,25,0,11,0
831,50313.02999999999,22810.979999999996,274376.12999999995,659.0,36,0,23,0,11,0
832,49994.46,22917.660000000007,272889.96,663.0,37,0,24,0,11,0
833,50695.01,22997.629999999997,276472.68,663.0,35,0,26,0,11,0
834,50706.97,22493.510000000006,276028.36,655.0,34,0,24,0,11,0
835,49841.38,23396.579999999998,272603.48,668.0,36,0,25,0,11,0
836,50248.409999999996,23382.52,274624.57,664.0,38,0,25,0,11,0
837,48145.45999999999,23182.100000000002,263909.39999999997,649.0,37,0,24,0,11,0
838,48322.759999999995,23492.290000000005,265106.08999999997,647.0,33,0,25,0,11,0
839,50046.469999999994,23141.530000000002,273373.88,665.0,37,0,24,0,11,0
840,48115.45,23224.179999999997,263801.43,651.0,35,0,23,0,11,0
841,48133.229999999996,24007.560000000005,264673.70999999996,654.0,35,0,25,0,11,0
842,49822.869999999995,23141.200000000004,272255.55,660.0,36,0,24,0,11,0
843,50489.299999999996,22776.289999999997,275222.79,659.0,34,0,25,0,11,0
844,49002.31999999999,23235.55,268247.14999999997,661.0,36,0,25,0,11,0
845,50301.84,22548.739999999998,274057.94,664.0,37,0,23,0,11,0
846,50286.34999999999,22551.25,273982.99999999994,658.0,36,0,22,0,11,0
847,49393.67,23019.780000000006,269988.13,667.0,36,0,24,0,11,0
848,49741.159999999996,22736.41,271442.20999999996,661.0,34,0,23,0,11,0
849,48295.67999999999,23478.249999999996,264956.64999999997,649.0,34,0,26,0,11,0
850,48382.34,23388.07,265299.76999999996,657.0,35,0,25,0,11,0
851,49005.399999999994,23830.19,268857.18999999994,669.0,36,0,25,0,11,0
852,50401.78999999999,22963.920000000002,274972.86999999994,661.0,36,0,25,0,11,0
853,49036.45,23106.54,268288.79,653.0,34,0,23,0,11,0
854,49957.14,23543.640000000003,273329.34,673.0,39,0,24,0,11,0
855,50532.04,23372.750000000007,276032.95,672.0,34,0,25,0,11,0
856,49660.969999999994,22466.09,270770.94,656.0,36,0,23,0,11,0
857,48958.63,23519.489999999994,268312.64,657.0,34,0,24,0,11,0
858,49903.299999999996,22606.479999999996,272122.98,652.0,35,0,24,0,11,0
859,49509.06999999999,23578.05,271123.39999999997,668.0,39,0,23,0,11,0
860,50563.659999999996,23378.82,276197.12,663.0,36,0,24,0,11,0
861,50118.469999999994,23317.329999999998,273909.68,674.0,37,0,26,0,11,0
862,50419.34999999999,22978.109999999997,275074.8599999999,664.0,36,0,23,0,11,0
863,49800.25,22949.820000000007,271951.07,661.0,36,0,24,0,11,0
864,50440.20999999999,23204.680000000004,275405.73,671.0,36,0,25,0,11,0
865,50322.16999999999,23899.92,275510.76999999996,665.0,34,0,25,0,11,0
866,49939.59999999999,23816.239999999998,273514.23999999993,676.0,38,0,24,0,11,0
867,49624.929999999986,23508.28,271632.92999999993,664.0,37,0,24,0,11,0
868,50167.77,23583.43,274422.27999999997,674.0,36,0,25,0,11,0
869,50473.75,22744.380000000005,275113.13,664.0,35,0,24,0,11,0
870,50398.45,23385.55,275377.8,668.0,38,0,24,0,11,0
871,50391.39,23484.460000000003,275441.41000000003,670.0,37,0,25,0,11,0
872,50896.299999999996,23779.539999999997,278261.04,667.0,35,0,25,0,11,0
873,49978.13,22751.610000000004,272642.26,669.0,35,0,24,0,11,0
874,49573.619999999995,23415.780000000002,271283.88,667.0,36,0,25,0,11,0
875,48452.28999999999,23447.359999999997,265708.80999999994,647.0,35,0,24,0,11,0
876,49610.649999999994,23443.760000000002,271497.00999999995,664.0,35,0,24,0,11,0
877,50658.88999999999,23083.84,276378.29,659.0,36,0,23,0,11,0
878,49983.01999999999,23550.420000000002,273465.51999999996,665.0,36,0,25,0,11,0
879,50512.479999999996,22688.69,275251.08999999997,659.0,35,0,23,0,11,0
880,49671.939999999995,22941.13,271300.82999999996,661.0,35,0,26,0,11,0
881,50443.119999999995,23488.780000000006,275704.38,670.0,37,0,24,0,11,0
882,49904.719999999994,22902.68,272426.27999999997,655.0,37,0,25,0,11,0
883,50511.029999999984,23136.66,275691.8099999999,666.0,37,0,24,0,11,0
884,47725.90999999999,22600.44,261229.98999999993,641.0,37,0,22,0,11,0
885,50572.329999999994,22858.41,275720.05999999994,672.0,35,0,24,0,11,0
886,50018.41999999999,23504.21,273596.30999999994,670.0,36,0,25,0,11,0
887,50125.439999999995,23253.949999999997,273881.14999999997,668.0,35,0,25,0,11,0
888,50074.76999999999,23516.84,273890.68999999994,664.0,36,0,24,0,11,0
889,50054.909999999996,23744.88,274019.43,667.0,35,0,24,0,11,0
890,50499.42,23296.389999999996,275793.49,669.0,36,0,23,0,11,0
891,50145.44,23781.010000000006,274508.21,671.0,34,0,28,0,11,0
892,50748.7,22893.109999999997,276636.61,659.0,35,0,24,0,11,0
893,49557.979999999996,23217.11,271007.00999999995,669.0,37,0,25,0,11,0
894,50142.30999999999,23917.25,274628.79999999993,666.0,36,0,26,0,11,0
895,47899.439999999995,22738.03,262235.23,642.0,36,0,26,0,11,0
896,49902.99,23441.94,272956.88999999996,668.0,35,0,24,0,11,0
897,50439.799999999996,23633.590000000004,275832.58999999997,674.0,36,0,25,0,11,0
898,50294.29999999999,23503.420000000002,274974.9199999999,660.0,36,0,26,0,11,0
899,49511.60999999999,23484.229999999996,271042.27999999997,668.0,35,0,22,0,11,0
900,50147.13999999999,22740.83,273476.52999999997,663.0,35,0,26,0,11,0
901,50677.509999999995,22876.7,276264.25,665.0,36,0,24,0,11,0
902,50152.66999999999,23181.47,273944.81999999995,670.0,37,0,23,0,11,0
903,49989.979999999996,23030.67,272980.56999999995,654.0,37,0,25,0,11,0
904,49752.299999999996,23624.860000000004,272386.36,669.0,37,0,25,0,11,0
905,50361.52999999999,23212.160000000007,275019.81,665.0,36,0,24,0,11,0
906,50737.719999999994,22682.53,276371.13,657.0,34,0,24,0,11,0
907,49215.189999999995,23624.63,269700.57999999996,667.0,36,0,25,0,11,0
908,49512.77,23854.93,271418.77999999997,671.0,35,0,25,0,11,0
909,49808.25,22194.540000000005,271235.79,642.0,35,0,23,0,11,0
910,50819.08,23018.43,277113.83,659.0,36,0,25,0,11,0
911,48084.409999999996,23527.260000000002,263949.31,653.0,34,0,26,0,11,0
912,50249.049999999996,23635.340000000004,274880.58999999997,672.0,35,0,26,0,11,0
913,49709.20999999999,23347.370000000003,271893.42,670.0,35,0,25,0,11,0
914,49439.16999999999,23198.340000000004,270394.18999999994,659.0,36,0,24,0,11,0
915,50353.12,23561.02,275326.62,671.0,36,0,26,0,11,0
916,50330.18,22944.93,274595.83,659.0,35,0,23,0,11,0
917,49734.91999999999,23410.030000000002,272084.62999999995,675.0,37,0,26,0,11,0
918,49987.25,23049.99,272986.24,658.0,36,0,23,0,11,0
919,50486.409999999996,23560.68,275992.73,668.0,36,0,25,0,11,0
920,48457.76999999999,23590.499999999993,265879.3499999999,653.0,34,0,25,0,11,0
921,50090.2,23287.86,273738.86,663.0,36,0,22,0,11,0
922,50331.71,22838.940000000006,274497.49,654.0,35,0,25,0,11,0
923,49506.049999999996,23060.400000000005,270590.64999999997,663.0,35,0,24,0,11,0
924,50222.71,23046.670000000002,274160.22,662.0,34,0,25,0,11,0
925,50234.38999999999,23581.95,274753.89999999997,672.0,35,0,25,0,11,0
926,49493.74,23124.250000000004,270592.95,667.0,37,0,23,0,11,0
927,49677.7,24155.949999999997,272544.45,673.0,36,0,25,0,11,0
928,49822.47999999999,23151.530000000002,272263.92999999993,656.0,36,0,27,0,11,0
929,49769.85,23204.2,272053.45,672.0,36,0,25,0,11,0
930,50175.72,22570.850000000002,273449.45,653.0,34,0,22,0,11,0
931,49672.72999999999,22927.13,271290.7799999999,663.0,36,0,23,0,11,0
932,48661.049999999996,23502.989999999998,266808.24,661.0,35,0,24,0,11,0
933,50620.66,23582.98,276686.28,671.0,35,0,26,0,11,0
934,49984.869999999995,22966.1,272890.44999999995,669.0,35,0,24,0,11,0
935,50281.59,22959.99,274367.94,661.0,36,0,23,0,11,0
936,49361.40999999999,23827.990000000005,270635.0399999999,670.0,37,0,24,0,11,0
937,50674.75999999999,23067.989999999994,276441.7899999999,660.0,36,0,25,0,11,0
938,49942.909999999996,23425.66,273140.20999999996,667.0,35,0,25,0,11,0
939,49738.259999999995,23337.13,272028.43,659.0,35,0,23,0,11,0
940,49301.44999999999,23170.430000000004,269677.67999999993,666.0,38,0,24,0,11,0
941,50796.85999999999,22976.95,276961.24999999994,660.0,34,0,24,0,11,0
942,50680.49,23516.390000000007,276918.83999999997,663.0,33,0,25,0,11,0
943,49933.95999999999,23335.809999999998,273005.61,667.0,36,0,25,0,11,0
944,50360.27999999999,23663.94,275465.33999999997,665.0,35,0,25,0,11,0
945,50363.09999999999,23278.470000000005,275093.97,665.0,36,0,22,0,11,0
946,50167.77,23739.159999999996,274578.00999999995,675.0,36,0,25,0,11,0
947,49671.77999999999,23168.620000000003,271527.51999999996,670.0,35,0,25,0,11,0
948,50010.27999999999,22915.590000000004,272966.99,665.0,35,0,24,0,11,0
949,48916.27,22843.620000000003,267424.97,643.0,33,0,24,0,11,0
950,50203.479999999996,24088.650000000005,275106.05,673.0,35,0,25,0,11,0
951,48141.04,23545.229999999996,264250.43,649.0,35,0,25,0,11,0
952,50166.53999999999,22759.120000000003,273591.81999999995,665.0,37,0,23,0,11,0
953,50909.079999999994,22981.810000000005,277527.20999999996,665.0,35,0,24,0,11,0
954,49385.42999999999,23199.13,270126.27999999997,665.0,38,0,24,0,11,0
955,50501.899999999994,24077.030000000002,276586.52999999997,676.0,36,0,26,0,11,0
956,49999.90999999999,23320.879999999997,273320.42999999993,663.0,35,0,23,0,11,0
957,50486.53,23345.38000000001,275778.03,664.0,35,0,25,0,11,0
958,51125.31,22957.43,278583.98,652.0,33,0,24,0,11,0
